referer,id,mandante,visitante,placar,liga,country,round,year,data,bookmaker,HO_Close,DO_Close,AO_Close,HO_Open,DO_Open,AO_Open,Pinnacle_-0.75_AH_H_Open,Pinnacle_-0.75_AH_H_Close,Pinnacle_+0.75_AH_A_Open,Pinnacle_+0.75_AH_A_Close,Pinnacle_-0.5_AH_H_Open,Pinnacle_-0.5_AH_H_Close,Pinnacle_+0.5_AH_A_Open,Pinnacle_+0.5_AH_A_Close,Pinnacle_-0.25_AH_H_Open,Pinnacle_-0.25_AH_H_Close,Pinnacle_+0.25_AH_A_Open,Pinnacle_+0.25_AH_A_Close,Pinnacle_+0_AH_H_Open,Pinnacle_+0_AH_H_Close,Pinnacle_-0_AH_A_Open,Pinnacle_-0_AH_A_Close,Pinnacle_+0.25_AH_H_Open,Pinnacle_+0.25_AH_H_Close,Pinnacle_-0.25_AH_A_Open,Pinnacle_-0.25_AH_A_Close,Pinnacle_-1_AH_H_Open,Pinnacle_-1_AH_H_Close,Pinnacle_+1_AH_A_Open,Pinnacle_+1_AH_A_Close,Pinnacle_-1.25_AH_H_Open,Pinnacle_-1.25_AH_H_Close,Pinnacle_+1.25_AH_A_Open,Pinnacle_+1.25_AH_A_Close,Pinnacle_-1.75_AH_H_Open,Pinnacle_-1.75_AH_H_Close,Pinnacle_+1.75_AH_A_Open,Pinnacle_+1.75_AH_A_Close,Pinnacle_-1.5_AH_H_Open,Pinnacle_-1.5_AH_H_Close,Pinnacle_+1.5_AH_A_Open,Pinnacle_+1.5_AH_A_Close,Pinnacle_+0.5_AH_H_Open,Pinnacle_+0.5_AH_H_Close,Pinnacle_-0.5_AH_A_Open,Pinnacle_-0.5_AH_A_Close,Pinnacle_+0.75_AH_H_Open,Pinnacle_+0.75_AH_H_Close,Pinnacle_-0.75_AH_A_Open,Pinnacle_-0.75_AH_A_Close
/football/brazil/serie-d/pacajus-retro/,nFqT7BIa,Pacajus,Retro,1:2,serie-d,brazil,main,2023,2023-07-30,Pinnacle,2.42,2.90,2.89,2.23,2.80,2.93,,,,,2.21,2.37,1.53,1.51,1.93,2.05,1.75,1.69,1.58,1.71,2.11,2.06,1.40,1.49,2.49,2.46,,,,,,,,,,,,,,,,,1.37,1.36,2.64,2.82,,,,
/football/brazil/serie-d/parnahyba-nacional-am-manaus/,CdVpeYYg,Parnahyba,Nacional-AM,2:0,serie-d,brazil,main,2023,2023-07-30,Pinnacle,2.76,2.72,2.67,3.08,2.81,2.14,,,,,2.81,2.70,1.36,1.40,2.61,2.32,1.36,1.55,2.22,1.91,1.52,1.83,1.81,1.58,1.85,2.24,,,,,,,,,,,,,,,,,1.57,1.42,2.13,2.61,,,,
/football/brazil/serie-d/potiguar-bahia-de-feira/,IyNIiaS1,Potiguar,Bahia de Feira,1:0,serie-d,brazil,main,2023,2023-07-30,Pinnacle,2.21,2.62,3.62,2.06,2.75,3.37,2.38,2.62,1.44,1.41,2.04,2.19,1.63,1.60,1.77,1.86,1.90,1.88,1.44,1.48,2.42,2.46,1.30,1.32,2.85,2.99,,,,,,,,,,,,,,,,,,,,,,,,
/football/brazil/serie-d/asa-nacional-pb/,QaeK9Xmm,ASA,Nacional de Patos,1:0,serie-d,brazil,main,2023,2023-07-29,Pinnacle,1.86,2.95,4.10,2.04,2.76,3.39,2.36,2.14,1.45,1.61,2.02,1.86,1.63,1.85,1.76,1.59,1.92,2.18,1.43,1.32,2.44,2.95,,,,,2.84,2.69,1.35,1.38,2.76,2.65,1.38,1.39,,,,,,,,,,,,,,,,
/football/brazil/serie-d/camboriu-maringa-fc/,faBIISWH,Camboriu,Maringa FC,0:0,serie-d,brazil,main,2023,2023-07-29,Pinnacle,2.30,2.81,3.18,2.45,2.59,2.83,2.92,2.75,1.33,1.38,2.41,2.28,1.43,1.56,2.07,1.96,1.61,1.79,1.71,1.60,1.99,2.22,1.45,1.41,2.39,2.65,,,,,,,,,,,,,,,,,1.33,1.37,2.76,2.80,,,,
/football/brazil/serie-d/falcon-sousa/,WKQhOW2t,Falcon,Sousa,1:1,serie-d,brazil,main,2023,2023-07-29,Pinnacle,2.08,2.69,3.34,2.46,2.71,2.69,2.81,2.41,1.36,1.43,2.42,2.06,1.43,1.61,2.09,1.78,1.59,1.87,1.75,1.45,1.93,2.39,1.49,1.31,2.29,2.82,,,,,,,,,,,,,,,,,,,,,,,,
/football/brazil/serie-d/ferroviaria-hercilio-luz/,SnK1MAXh,Ferroviaria,Hercilio Luz,1:1,serie-d,brazil,main,2023,2023-07-29,Pinnacle,2.18,2.54,3.94,2.25,2.65,3.17,2.65,2.58,1.37,1.43,2.23,2.16,1.54,1.63,1.91,1.81,1.76,1.93,1.55,1.43,2.21,2.64,1.37,1.28,2.66,3.23,,,,,,,,,,,,,,,,,,,,,,,,
/football/brazil/serie-d/internacional-de-limeira-ser-caxias-do-sul/,4WRxcf4s,Inter de Limeira,SER Caxias,0:1,serie-d,brazil,main,2023,2023-07-29,Pinnacle,2.20,2.80,3.42,2.36,2.53,3.13,2.82,2.61,1.32,1.42,2.34,2.18,1.49,1.62,1.99,1.86,1.70,1.88,1.59,1.52,2.13,2.39,1.38,1.36,2.60,2.85,,,,,,,,,,,,,,,,,1.35,1.37,2.88,2.81,,,,
/football/brazil/serie-d/maranhao-tuna-luso/,bZ6HgLck,Maranhao,Tuna Luso,2:3,serie-d,brazil,main,2023,2023-07-29,Pinnacle,1.85,2.85,4.70,2.09,2.85,3.16,2.40,2.12,1.43,1.65,2.07,1.85,1.61,1.89,1.81,1.56,1.86,2.29,1.49,1.27,2.30,3.29,,,,,2.94,2.66,1.33,1.41,2.47,2.70,1.45,1.39,,,,,,,,,,,,,,,,
/football/brazil/serie-d/vitoria-es-ceilandia/,v9M1ijYI,Vitoria ES,Ceilandia,1:0,serie-d,brazil,main,2023,2023-07-29,Pinnacle,2.63,2.67,2.85,2.86,2.86,2.28,,,,,2.59,2.57,1.38,1.43,2.43,2.20,1.44,1.60,2.07,1.79,1.63,1.95,1.72,1.52,1.96,2.39,,,,,,,,,,,,,,,,,1.53,1.37,2.26,2.78,,,,
